,channel,title,published,description,views,likes,dislikes,comments
10,Toosii2xVEVO,Toosii - Favorite Song (Official Video),2023-03-21T22:00:09Z,"Watch the official video for Toosii's ""Favorite Song.""
Stream // Download Toosii's new single ""Favorite Song"" here: 
https://toosii.lnk.to/FavoriteSongVideo

Follow Toosii Everywhere:
Facebook: https://www.facebook.com/Toosii2x
Twitter: https://twitter.com/toosii2x 
Instagram: https://www.instagram.com/toosii/
TikTok: https://vm.tiktok.com/ZMJDUjWwW/ 

Stream Toosii Everywhere:
Spotify: https://toosii.lnk.to/SpotifyID 
Apple Music: https://toosii.lnk.to/AppleID 
Soundcloud: https://toosii.lnk.to/SoundcloudID 

Subscribe to Toosii's YouTube here: https://toosii.lnk.to/YTSubscriptionID

Favorite Song

I’m on the stage right now
Singing your favorite song
Look in the crowd and you’re no where to be found as they sing along 
I say,
You look good without no makeup
No lashes even better when you wake up 
uh-uh-uh
I see the look on your face
I see ya hiding the hate
I see ya looking for someone to scoop you right off of your feet
You wanna ride in a Wraith
You wanna go out on dates
You want somebody to come bring you flowers
Someone to talk to for hours
Wash your back while y’all sit in the shower
Someone to tell you “you’re beautiful”
Someone to tell you and mean it
Someone to tell you I love you everyday
And don’t got a reason
You want someone to bring you peace
Someone to help you sleep
Someone to pick you up when you feeling down feeling lonely
Need somebody
Who can make it better
Somebody
Who can open up those gates
Open up those gates to your heart
Only if you’ll let me
I’m on the stage right now
Singing your favorite song
Look in the crowd and you’re no where to be found as they sing along 
I say,
You look good without no makeup
No lashes even better when you wake up 
uh-uh-uh
I see the look on you face
I see ya looking for peace
I see ya tired of the hurt
Tired of the pain 
Tired of the nights where you can’t get no sleep
I see you’re tired thinking bout if he cheat
See you’re tired thinking bout if you leaving
See you’re tired of being so tired
And ya damn sure ain’t getting even
Need somebody
Who can make it better
Somebody
Who can open up those gates
Open up those gates to your heart
Only if you’ll let me
I’m on the stage right now
Singing your favorite song
Look in the crowd and you’re no where to be found as they sing along 
I say,
You look good without no makeup
No lashes even better when you wake up 
uh-uh-uh

#Toosii #FavoriteSong

Music video by Toosii performing Favorite Song. South Coast Music Group/Capitol Records; © 2022 UMG Recordings, Inc.

http://vevo.ly/1AVvsW

http://vevo.ly/xmbHTa",250134239,1674744,0,30884
11,SZAVEVO,SZA - Snooze (Audio),2022-12-09T05:00:20Z,"SZA’s New Album “SOS” // Available Everywhere Now!
Listen Here // https://sza.lnk.to/SOS  

Follow SZA: 
https://szasos.com 
http://instagram.com/sza 
http://twitter.com/sza 
http://facebook.com/sza 

#SZA #Snooze #SOS #RnB",243549261,801428,0,11749
12,LilDurkVEVO,Lil Durk - All My Life ft. J. Cole,2023-05-12T04:00:08Z,"Music video by Lil Durk performing All My Life. (C) 2023 Alamo Records, LLC/Sony Music Entertainment",236880213,2256397,0,79682
13,TaylorSwiftVEVO,Taylor Swift - Cruel Summer (Official Audio),2019-08-23T04:00:06Z,"Official audio for ‘Cruel Summer’ performed by Taylor Swift. Off her new album ‘Lover.’ Stream/Download the album here: https://TaylorSwift.lnk.to/Loversu

🕰️ Pre-order the new album Midnights by Taylor Swift available everywhere October 21: https://taylor.lnk.to/taylorswiftmidnightsYT

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe

►Exclusive Merch: https://store.taylorswift.com

►Follow Taylor Swift online:
Instagram: http://www.instagram.com/taylorswift
Facebook: http://www.facebook.com/taylorswift
Tumblr: http://taylorswift.tumblr.com
Twitter: http://www.twitter.com/taylorswift13
Website: http://www.taylorswift.com

►Follow Taylor Nation online:
Instagram: http://www.instagram.com/taylornation
Tumblr: http://taylornation.tumblr.com
Twitter: http://www.twitter.com/taylornation13

Official ‘Cruel Summer’ Lyrics
Written by Taylor Swift, Jack Antonoff & Annie Clark

Fever dream high in the quiet of the night 
You know that I caught it
bad bad boy
Shiny toy, with a price 
You know that I bought it 
killing me slow
Out the window
I’m always waiting for you to be waiting below Devils roll the dice
Angels roll their eyes 
What doesn’t kill me 
Makes me want you more And it’s new
The shape of your body 
It’s blue
The feeling I got and it’s 
Ooh 
It’s a cruel summer 
It’s cool
That’s what I tell ‘em
No rules in breakable heaven but 
Ooh 
It’s a cruel summer 
With you Hang your head low
In the glow of the vending machine
I’m not dying
We say that we’ll just screw 
it up in these trying times
We’re not trying 
So cut the headlights
Summer’s a knife
I’m always waiting for you just to cut to the bone 
Devils roll the dice
Angels roll their eyes
And if I bleed you’ll be the last to know Chorus I’m drunk in the back of the car
And I cried like a baby coming home from the bar
Said ‘I’m ﬁne’ but it wasn’t true
I don’t want to keep secrets 
Just to keep you
And I snuck in through the garden gate every night that summer 
Just to seal my fate
And I scream ‘For whatever it’s worth,
I love you, ain’t that the worst thing you ever heard?’ He looks up grinning like a devil Chorus I’m drunk in the back of the car
And I cried like a baby coming home from the bar 
Said ‘I’m ﬁne’ but it wasn’t true
I don’t want to keep secrets 
Just to keep you
And I snuck in through the garden gate every night that summer
Just to seal my fate
And I scream ‘For whatever it’s worth,
I love you, ain’t that the worst thing you ever heard?’

#TaylorSwift #Lover #TaylorSwiftLover

© 2019 Taylor Swift",218277286,1446310,0,37049
14,TaylorSwiftVEVO,Taylor Swift - Anti-Hero (Official Music Video),2022-10-21T12:00:06Z,"Official music video for “Anti-Hero” by Taylor Swift from the album ‘Midnights’.

Buy/Download/Stream ‘Midnights’: https://taylor.lnk.to/taylorswiftmidnights 

Get tickets to Taylor Swift | The Eras Tour concert film in theaters October 13: http://taylor.lnk.to/TSTheErasTourFilm

►Join the #TSAntiHeroChallenge: https://yt.be/TSAntiHero 

►Subscribe to Taylor Swift on YouTube: https://ts.lnk.to/subscribe 
 
►Shop Merch: http://taylorswift.lnk.to/store

►Follow Taylor Swift Online:
TikTok: http://tiktok.com/@taylorswift
Instagram: http://instagram.com/taylorswift  
Twitter: http://twitter.com/taylorswift13  
Snapchat: http://snapchat.com/add/taylorswift
Facebook: http://facebook.com/taylorswift  
Tumblr: http://taylorswift.tumblr.com  
Website: http://www.taylorswift.com  

►Follow Taylor Nation Online
TikTok: http://tiktok.com/@taylornation
Instagram: http://instagram.com/taylornation  
Twitter: http://twitter.com/taylornation13
Tumblr: http://taylornation.tumblr.com  

0:00 I’m the problem, it’s me
00:47 Join the #TSAntiHeroChallenge on YouTube Shorts
01:02 And share your anti-heroic traits

►Lyrics:
Written by Taylor Swift and Jack Antonoff

I have this thing where I get older but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift
All of the people I’ve ghosted stand there in the room
I should not be left to my own devices, they come with prices and vices, I end up in crisis
Tale as old as time
I wake up screaming from dreaming one day I’ll watch as you’re leaving ‘cause you got tired of my scheming - for the last time

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes I feel like everybody is a sexy baby
And I’m a monster on the hill
Too big to hang out
Slowly lurching toward your favorite city
Pierced through the heart but never killed
Did you hear my covert narcissism I disguise as altruism like some kind of congressman 
Tale as old as time
I wake up screaming from dreaming 
one day I’ll watch as you’re leaving and life will lose all its meaning - for the last time 

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers ‘round and reads it
And then someone screams out
“She’s laughing up at us from hell!”

It’s me
Hi
I’m the problem, it’s me

It’s me
Hi
I’m the problem, it’s me

It’s me
Hi

Everybody agrees
Everybody agrees

It’s me
Hi
I’m the problem, it’s me
At teatime
Everybody agrees
I’ll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

Director: Taylor Swift
Director of Photography: Rina Yang
Producer: Sara D'Alessio
Editor: Chancler Haynes
Production Designer: Ethan Tobman
1st AD: Anthony Dimino
Visual Effects: Parliament
Production Companies: Taylor Swift Productions & Revolution Pictures

#taylorswift #midnights #antihero 

Music video by Taylor Swift performing Anti-Hero. © 2022 Taylor Swift",213453908,3522917,0,100710
15,HYBE LABELS,정국 (Jung Kook) '3D (feat. Jack Harlow)' Official MV,2023-09-29T04:00:01Z,"정국 (Jung Kook) '3D (feat. Jack Harlow)' Official MV

Directed by Drew Kirsch 

a HAPPY PLACE production
Executive Producer: Tara Razavi
Production Manager: Julio Mata Jr. 
Production Coordinator: Chris Fish & Julia Schreib 
1st AD: Derek Jaeschke 
2nd AD: Cole “C-Dawg” Ewing 
2nd 2nd AD: Nathan Gallie 
 
Director of Photography: Elias Talbot 
Steadicam Operator: Aaron Gantt 
1st AC: Mike Dumin 
1st AC (B Cam): Karson Holbrook 
2nd AC: Anthony Hwang 
Technocrane Lead Tech: Corey Keifer 
Assistant Tech: Christian Hurley
G4 Tech: Derrick Rose
VTR/Playback: Kai Morrison 
DIT: John Davis

Gaffer: Brian “Red” Hickman
Best Electric: Adam Flores
Electric: Matt Hall, Shawn Rojas, Gerry Ruiz & Richard Smart

Key Grip: Bodie Hyman
Best Grip / Key D2: Andre Miraglia
Grip Driver / Best Grip D2: Kyle Hudnall
Dolly Grip: Eric Zucker 
Grip: Jerry Brown, Connor Colby & Justin Lesch
Production Designer: Brittany Porter 
Art Director: Mary Florence Brown 
Set Decorator: Leanda Harley
Leadman: Daniel Oregel 
Prop Master: Clarisse Castelo 
Shopper: Tyler Vogel 
Prop Master Prep: Chela Fiorini
Set Dresser / Driver: Jose Lopez
Set Dressers: Brenda Gomez, Evelyn Jimenez, Kevin Lopez, Irvin Martinez, Omar Ortega, Luigy Portillo & Daniel Valdivia
Lead Scenic: Skye Amber Sweet
Special Effects: Ben Graham, Arthur “Tommy” Haynes & Simon White

Stylist: Kennlaw 
Key Hair Stylist: Tiffany Suzuki 
Key Makeup Artist: Manu Horn
Hair Assistants: Ryann Dunnan, Blanche Lebeau & Joel Snyder 
Makeup Assistants: Hazell Morales Guillen, Kandi Hernandez & Roque Romo

Production Accountants: Paymon Buickzadeh, Ashley Maltez  & Nancy Vasquez

Edit US: Dave Phelps 
Post Studio FR: paume. 
Edit FR: Alexis Benot & Eugène Signoret
VFX by paume.: Melchior Leroux & Killian Pini
paume.’s Post Producer: Madeleine Kondé

Color: Dylan Hageman 
Color Producer: Christo Arsenio 
Airplane VFX & Cleanup: Frender / Max Colt
Beauty: Kevin Kim from Bonch Post + Zwick Post
Additional Cleanup: Zwick Post

Senior Post Coordinator: Damian Giampietro
Junior Post Coordinator: Emily Tegel 
Post Assistant: Shane Emery 

Stunt Coordinator: Sean ""Speedy"" Christopher 
Stunt Driver: Anthony Nanakornpanom
Stunt Rigger: Craig Jensen, Tim Mikulecky, Been Alexander, Anthony Nanakorpunum

Performance Directing Coordinator / Translator: Cathy Kim 

Dancers: Jake Brandorff, Aaliyah Flournoy, Delaney Glazer, Nick Joseph, Jake Koddish, Dom Lashawn, Devin Pornel, Josh Price, Brian Puspos & Alexis Shon

JK Stand-In: Meeeenk 
Gang Boss: Janet Ayaquil 
Kid on the Horse: Laythan Lau 
Surround Sound Man: Elii Ormond 

Background Talent: Alex Barragan, nick. the girl, Jenly Crespo, Maddie Dean, Fely Duchemin, Corey Evans, Lyndon Fancey, Ammand Faris, Hadeez, Henner H., Emma Heiliger, Mersadez Hemphill, Bersil Iglesias, Fatima Ijaz, Tanishq “Taneesky” Joshi, Charisma Kain, Adriana Marie Kidder, Ashlyn Lie, Elizabeth Marochok, Eshak Mekonen, Daniel Nelson, Wal Nhial, Joseph Szekula, Matt Salinas, Andrew Threm, Josh Tompong, Domanic Tong, Pelin Ufuktepe, Kaiori M Williams & Vera Zandionov

Location Scout: Casey Sullivan
Location Manager: John Brown
Casting Director: Esprit Casting / Copelan Cash
Set Medic: Don Debaun
Craft Services: Claudia Ambriz, Leslie Paz, Leslie Pineda & Vivivana Terriquez
Catering: Los Amigos
Animal Trainers: Benay's Bird & Animal Rentals
Studio Teacher: Twanda Hogans 

Water Truck Driver: Mike Bossen & Michael Dunbar
Client PA: Ashley Dasom Lee 
PA Nation: Erika Espinoza, Angel Falcon, Anthony Gomez, Jared Masten, Jonah Robinson, Sam Smoot & Kay Warren 
Truck PA: Allen Amechi & Claudius Shropshire


BIGHIT MUSIC. Rights are reserved selectively in the video. Unauthorized reproduction is a violation of applicable laws. Manufactured by BIGHIT MUSIC, Seoul, Korea.


Connect with BTS:
https://ibighit.com/bts
http://twitter.com/BTS_bighit
http://twitter.com/BTS_twt
http://www.facebook.com/bangtan.official
https://www.youtube.com/user/BANGTANTV
http://instagram.com/BTS.bighitofficial
https://www.tiktok.com/@bts_official_bighit
https://weverse.onelink.me/qt3S/94808190
https://www.weibo.com/BTSbighit
https://www.weibo.com/BTSmembers
http://btsblog.ibighit.com

#정국 #JungKook #JungKook_3D",205053843,4773935,0,281878
16,ArianaGrandeVevo,Ariana Grande - we can't be friends (wait for your love) (official music video),2024-03-08T15:00:08Z,"The official “we can’t be friends (wait for your love)” music video by Ariana Grande. 
 
Listen & download here: https://arianagrande.lnk.to/eternalsunshine
 
►Subscribe to Ariana Grande:  http://arianagrande.lnk.to/subscribe
 
►Follow Ariana Grande
Instagram: https://www.instagram.com/arianagrande/
Facebook: https://www.facebook.com/arianagrande 
TikTok: https://www.tiktok.com/@arianagrande
Website: https://www.arianagrande.com/ 

Credits: 
Director: Christian Breslauer
EPs : Luga Podesta, Andrew Lerios, Brandon Bonfiglio
Producers: Andrew Lerios, Michael Breslauer
1st AD: Jonas Morales
DP: Anatol Trofimov
Production Designer: Alex Delgado
Production Supervisors: Alexandra Randall, Nicholas Pistone
Production Coordinator: Anthony Nelson
1st AC: Reed Koppen
Gaffer: Brian Hickman
Key Grip: Mynor Priesing
Art Coordinator: Dan Engwall
Set Decorator: Veronica Gutierrez
Director's Rep: Tommy Labuda
Artist Hair Stylist: Alyx Liu
Artist Makeup Artist: Ash K. Holm
Artist Stylist: Mimi Cuttrell
Talent Makeup Artist: Olga Tarnovetska
Talent Hair Stylist: Amy Marie Wilson
Talent Makeup/Hair Assistant: Alexandra Romaneko
Groomer: Jason Schneidman
Talent Stylist: Ann-Marie Hoang
Assistant Stylist: Kim Nguyen
Post Producer: Iván Ovalle
Editor: Luis Caraza Peimbert
Assistant Editor: Tanner Jackson
Assistant Editor: Chloe Scrushy
Colorist: Matt Osborne
VFX: Digital Axis
Sound Design: Raphaël Ajuelos
Starring: Evan Peters

Official “we can’t be friends (wait for your love)” Lyrics:
i didn’t think you’d understand me how could you ever even try
i don’t want to tiptoe
but i don’t wanna hide
but i don’t want to feed this monstrous fire
just want to let this story die and i’ll be alright
we can’t be friends
but i’d like to just pretend
you cling to your papers and pens wait until you like me again
wait for your love
love
i'll want for your love
me and my truth we sit in silence baby girl it’s just me and you cause i don’t wanna argue
but i don’t wanna bite
my tongue yeah i think i'd rather die
you got me misunderstood but at least i look this good
we can’t be friends
but i’d like to just pretend
you cling to your papers and pens wait until you like me again
wait for your love
love
i'll want for your love
know that you made me
i don’t like how you paint me yet i’m still here hanging
not what you made me something like a daydream but i feel so seen in the night so for now it’s only me
and maybe that’s all i need
we can’t be friends
but i’d like to just pretend
you cling to your papers and pens wait until you like me again
wait for your love
love
i'll want for your love

#arianagrande #wecantbefriends #eternalsunshine


Music video by Ariana Grande performing we can't be friends (wait for your love). © 2024 Republic Records, a division of UMG Recordings, Inc.",199985565,2762373,0,99199
17,Dua Lipa,Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video],2023-05-25T23:00:09Z,"Pre-order 'Radical Optimism', the new album here: https://dualipa.lnk.to/radicaloptimism
Dua Lipa - Dance The Night (From Barbie The Album) [Official Music Video]
Download/Stream: https://barbiethealbum.lnk.to/DuaLipaID
Barbie The Album Available Everywhere + Barbie The Movie In Theaters Now!
Download/Stream: https://barbiethealbum.lnk.to/BTA
 
Subscribe to the Dua Lipa channel for all the best and latest official music videos, behind the scenes and live performances. 
https://www.youtube.com/channel/UC-J-KZfRV8c13fOCkhXdLiQ?sub_confirmation=1

Follow Dua Lipa:
Instagram:  https://dualipa.co/instagram
Facebook: http://dualipa.co/facebook
TikTok: https://www.tiktok.com/@dualipaofficial
Twitter: http://dualipa.co/twitter
YouTube: https://dualipa.co/youtube

Follow Barbie The Album:
https://www.instagram.com/barbiethealbum/
https://tiktok.com/@barbiethealbum
https://twitter.com/barbiethealbum
https://www.facebook.com/BarbieTheAlbum/
http://www.barbiethealbum.com/

Follow Barbie The Movie: 
https://www.instagram.com/barbiethemovie/
https://tiktok.com/@barbiethemovie
https://twitter.com/barbiethemovie
https://www.facebook.com/BarbieThemovie/

Lyrics: 
Baby you can
Find me under the lights
Diamonds under my eyes
Turn the rhythm up
Don’t you wanna just
Come along for the ride

Oh my outfit so tight
You can see my heart beat tonight
I can take the heat
Baby best believe
That’s the moment I shine

Cuz every romance
Shakes and it bends
Don’t give a damn

When the nights here
I don’t do tears
Baby no chance

I could dance, I could dance, I could dance
Watch me, dance
Dance the night away
My heart could be burning but you won’t see it on my face
Watch me, dance
Dance the night away
I’ll still keep the party running not one hair out of place

Lately I’ve been
Moving close to the edge
Still be looking my best
I stay on the beat
You can count on me
I ain’t missing no steps

Cuz every romance
Shakes and it bends
Don’t give a damn

When the nights here
I don’t do tears
Baby no chance

I could dance, I could dance, I could dance 
Watch me, dance
Dance the night away
My heart could be burning but you won’t see it on my face 
Watch me, dance
Dance the night away
I’ll still keep the party running not one hair out of place

When my heart breaks
You’ll never see it, never see it
When my world shakes
I feel alive, I feel alive
I don’t play safe
Don’t you know about me


I could dance, I could dance, I could dance

Even when the tears are flowing

They’re diamonds on my face
I’ll still keep the party going not one hair out of place

Even when the tears are flowing
They’re diamonds on my face
I’ll still keep the party going not one hair out of place

Watch me, dance
Dance the night away
My heart could be burning but you won’t see it on my face
Watch me, dance
Dance the night away

I’ll still keep the party running not one hair out of place

When my heart breaks
You’ll never see it, never see it
When my world shakes
I feel alive, I feel alive
I don’t play safe
Don’t you know about me

I could dance, I could dance, I could dance

Dance the night

About Dua Lipa:
Born and raised in London to Kosovar-Albanian parents Dua Lipa signed to Warner Records in 2015, releasing her self titled debut in 2017 which featured the hit singles, 'Be The One', 'IDGAF', 'Hotter Than Hell' & her first UK #1 hit 'New Rules'. 

Critical success soon followed as Dua Lipa picked up Brit Awards for 'Best Female Solo Artist' and 'Best British Breakthrough Act' as well as Grammy Awards for 'Best New Artist' and 'Best Dance Recording' for the track 'Electricity' in collaboration with Silk City.

Her second internationally acclaimed studio album 'Future Nostalgia' was released in 2020 and included the hit singles 'Don't Start Now, 'Break My Heart', 'Hallucinate' and 'Levitating', with the remix album 'Club Future Nostalgia' following shortly after featuring guest appearances from 'Blackpink', 'Missy Elliott', 'Madonna' and 'Gwen Stefani'.

#DuaLipa #DanceTheNight #BarbieTheAlbum",188465376,1716390,0,26141
18,EminemVEVO,Eminem - Houdini [Official Music Video],2024-05-31T04:00:02Z,"Eminem - Houdini [Official Music Video]

Eminem - Houdini
Listen: https://eminem.lnk.to/TDOSSExpanded 

http://eminem.com
https://www.facebook.com/eminem
https://twitter.com/eminem
https://www.instagram.com/eminem

http://shadyrecords.com
https://www.facebook.com/ShadyRecords/
https://twitter.com/shadyrecords
https://www.instagram.com/shadyrecords

Director: Rich Lee
Director of Photography: Chris Probst
Producers: Justin Diener, Kathy Angstadt, Lisa Arianna
Production Company: Synapse
Finishing: Flawless Post
 
AI by Metaphysic
Supervisors: Jo Plaete & Chris Ume

#Eminem #Houdini #THEDEATHOFSLIMSHADY #COUPDEGRÂCE #ExpandedMournersEdition 

Music video by Eminem performing Houdini. © 2024 Marshall B. Mathers III

http://vevo.ly/7uCyh7",186844305,4737350,0,254245
19,BillieEilishVEVO,Billie Eilish - What Was I Made For? (Official Music Video),2023-07-13T14:00:10Z,"Listen to “What Was I Made For?”, out now: https://BillieEilish.lnk.to/WhatWasIM...

Directed by Billie Eilish

Follow Billie Eilish:
Facebook: https://BillieEilish.lnk.to/Facebook
Instagram: https://BillieEilish.lnk.to/Instagram
Twitter: https://BillieEilish.lnk.to/Twitter
TikTok: https://BillieEilish.lnk.to/TikTok
YouTube:  https://youtube.com/billieeilish  
Email: https://BillieEilish.lnk.to/Subscribe 
Store: https://BillieEilish.lnk.to/Store

Lyrics:
I used to float, now I just fall down
I used to know, but I'm not sure now
What I was made for
What was I made for?

Takin' a drive, I was an ideal
Looked so alive, turns out I'm not real
Just somethin' you paid for
What was I made for?

'Cause I, I
I don't know how to feel
But I wanna try
I don't know how to feel
But someday, I might
Someday, I might

Mm, mm, ah
Mm, mm, mm

When did it end? All the enjoyment
I'm sad again, don't tell my boyfriend
It's not what he's made for
What was I made for?

'Cause I, 'cause I
I don't know how to feel
But I wanna try
I don't know how to feel
But someday, I might
Someday, I might

Think I forgot how to be happy
Somethin' I'm not, but somethin' I can be
Somethin' I wait for
Somethin' I'm made for
Somethin' I'm made for

Music video by Billie Eilish performing What Was I Made For? [From The Motion Picture """"Barbie""""]. © 2023 Darkroom/Interscope Records

http://vevo.ly/KTBAv9",185406463,3031218,0,88677
